genus,species,subspecies,variety,cultivar
phlox,stansburyi,stansburyi,,
phlox,stansburyi,superba,,
phlox,stansburyi,,brevifolia,
phoenicaulis,cheiranthoides,,,
pholisma,arenarium,,,
pholisma,sonorae,,,
pholistoma,auritum,,,
pholistoma,auritum,,arizonicum,
pholistoma,auritum,,auritum,
pholistoma,membranaceum,,,
pholistoma,racemosum,,,
phoradendron,bolleanum,,,
phoradendron,californicum,,,
phoradendron,juniperinum,,,
phoradendron,leucarpum,,,
phoradendron,leucarpum,macrophyllum,,
phoradendron,leucarpum,tomentosum,,
phragmites,australis,,,
phyla,lanceolata,,,
phyla,nodiflora,,,
phyllodoce,breweri,,,
phyllodoce,empetriformis,,,
phyllospadix,scouleri,,,
phyllospadix,torreyi,,,
physalis,acutifolia,,,
physalis,crassifolia,,,
physalis,hederifolia,,,
physalis,hederifolia,,fendleri,
physalis,hederifolia,,palmeri,
physalis,lobata,,,
physaria,chambersii,,,
physaria,cordiformis,,,
physaria,kingii,,,
physaria,kingii,bernardina,,
physaria,kingii,kingii,,
physaria,kingii,latifolia,,
physaria,ludoviciana,,,
physaria,occidentalis,,,
physaria,occidentalis,occidentalis,,
physaria,tenella,,,
physocarpus,alternans,,,
physocarpus,capitatus,,,
physocarpus,capitatus,,,Siskiyou Beauty
physocarpus,capitatus,,,Tilden Park
picea,breweriana,,,
picea,engelmannii,,,
picea,sitchensis,,,
pickeringia,montana,,,
pickeringia,montana,,montana,
pickeringia,montana,,tomentosa,
pilostyles,thurberi,,,
pilularia,americana,,,
pinguicula,macroceras,,,
pinus,albicaulis,,,
pinus,attenuata,,,
pinus,balfouriana,,,
pinus,balfouriana,austrina,,
pinus,balfouriana,balfouriana,,
pinus,contorta,,,
pinus,contorta,bolanderi,,
pinus,contorta,contorta,,
pinus,contorta,murrayana,,
pinus,coulteri,,,
pinus,edulis,,,
pinus,flexilis,,,
pinus,jeffreyi,,,
pinus,lambertiana,,,
pinus,longaeva,,,
pinus,monophylla,,,
pinus,monophylla,,monophylla,
pinus,monticola,,,
pinus,muricata,,,
pinus,ponderosa,,,
pinus,ponderosa,,pacifica,
pinus,ponderosa,,ponderosa,
pinus,ponderosa,,washoensis,
pinus,quadrifolia,,,
pinus,radiata,,,
pinus,sabiniana,,,
pinus,torreyana,,,
pinus,torreyana,insularis,,
pinus,torreyana,torreyana,,
piperia,candida,,,
piperia,colemanii,,,
piperia,cooperi,,,
piperia,elegans,,,
piperia,elegans,decurtata,,
piperia,elegans,elegans,,
piperia,elongata,,,
piperia,leptopetala,,,
piperia,michaelii,,,
piperia,transversa,,,
piperia,unalascensis,,,
piperia,yadonii,,,
pityopus,californicus,,,
plagiobothrys,acanthocarpus,,,
plagiobothrys,arizonicus,,,
plagiobothrys,austiniae,,,
plagiobothrys,bracteatus,,,
plagiobothrys,canescens,,,
plagiobothrys,canescens,,canescens,
plagiobothrys,canescens,,catalinensis,
plagiobothrys,chorisianus,,,
plagiobothrys,chorisianus,,chorisianus,
plagiobothrys,chorisianus,,hickmanii,
plagiobothrys,cognatus,,,
plagiobothrys,collinus,,,
plagiobothrys,collinus,,californicus,
plagiobothrys,collinus,,fulvescens,
plagiobothrys,collinus,,gracilis,
plagiobothrys,collinus,,ursinus,
plagiobothrys,cusickii,,,
plagiobothrys,diffusus,,,
plagiobothrys,distantiflorus,,,
plagiobothrys,fulvus,,,
plagiobothrys,fulvus,,campestris,
plagiobothrys,glaber,,,
plagiobothrys,glyptocarpus,,,
plagiobothrys,glyptocarpus,,glyptocarpus,
plagiobothrys,glyptocarpus,,modestus,
plagiobothrys,greenei,,,
plagiobothrys,hispidulus,,,
plagiobothrys,hispidus,,,
plagiobothrys,humistratus,,,
plagiobothrys,hystriculus,,,
plagiobothrys,infectivus,,,
plagiobothrys,jonesii,,,
plagiobothrys,kingii,,,
plagiobothrys,kingii,,harknessii,
plagiobothrys,kingii,,kingii,
plagiobothrys,leptocladus,,,
plagiobothrys,lithocaryus,,,
plagiobothrys,mollis,,,
plagiobothrys,mollis,,mollis,
plagiobothrys,mollis,,vestitus,
plagiobothrys,nitens,,,
plagiobothrys,nothofulvus,,,
plagiobothrys,parishii,,,
plagiobothrys,reticulatus,,,
plagiobothrys,reticulatus,,reticulatus,
plagiobothrys,reticulatus,,rossianorum,
plagiobothrys,salsus,,,
plagiobothrys,scriptus,,,
plagiobothrys,shastensis,,,
plagiobothrys,stipitatus,,,
plagiobothrys,stipitatus,,micranthus,
plagiobothrys,stipitatus,,stipitatus,
plagiobothrys,strictus,,,
plagiobothrys,tenellus,,,
plagiobothrys,tener,,,
plagiobothrys,tener,,subglaber,
plagiobothrys,tener,,tener,
plagiobothrys,torreyi,,,
plagiobothrys,torreyi,,diffusus,
plagiobothrys,torreyi,,perplexans,
plagiobothrys,torreyi,,torreyi,
plagiobothrys,trachycarpus,,,
plagiobothrys,uncinatus,,,
plagiobothrys,undulatus,,,
plagiobothrys,verrucosus,,,
planodes,virginica,,,
plantago,elongata,,,
plantago,erecta,,,
plantago,eriopoda,,,
plantago,maritima,,,
plantago,ovata,,,
plantago,ovata,,fastigiata,
plantago,ovata,,insularis,
plantago,patagonica,,,
plantago,rhodosperma,,,
plantago,subnuda,,,
platanthera,dilatata,,,
platanthera,dilatata,,leucostachys,
platanthera,sparsiflora,,,
platanthera,stricta,,,
platanthera,tescamnis,,,
platanthera,yosemitensis,,,
platanus,racemosa,,,
platanus,wrightii,,,
platystemon,californicus,,,
plectritis,ciliosa,,,
plectritis,congesta,,,
plectritis,congesta,brachystemon,,
plectritis,congesta,congesta,,
plectritis,macrocera,,,
pleiacanthus,spinosus,,,
pleuricospora,fimbriolata,,,
pleurocoronis,pluriseta,,,
pleuropogon,californicus,,,
pleuropogon,californicus,,californicus,
pleuropogon,californicus,,davyi,
pleuropogon,hooverianus,,,
pleuropogon,refractus,,,
pluchea,odorata,,,
pluchea,odorata,,odorata,
pluchea,sericea,,,
poa,abbreviata,,,
poa,abbreviata,marshii,,
poa,abbreviata,pattersonii,,
poa,atropurpurea,,,
poa,bigelovii,,,
poa,bolanderi,,,
poa,confinis,,,
poa,cusickii,,,
poa,cusickii,cusickii,,
poa,cusickii,epilis,,
poa,cusickii,pallida,,
poa,cusickii,purpurascens,,
poa,diaboli,,,
poa,douglasii,,,
poa,fendleriana,,,
poa,fendleriana,fendleriana,,
poa,fendleriana,longiligula,,
poa,glauca,,,
poa,glauca,rupicola,,
poa,howellii,,,
poa,keckii,,,
poa,kelloggii,,,
poa,leptocoma,,,
poa,leptocoma,leptocoma,,
poa,lettermanii,,,
poa,macrantha,,,
poa,napensis,,,
poa,piperi,,,
poa,pringlei,,,
poa,rhizomata,,,
poa,secunda,,,
poa,secunda,juncifolia,,
poa,secunda,secunda,,
poa,sierrae,,,
poa,stebbinsii,,,
poa,tenerrima,,,
poa,unilateralis,,,
poa,unilateralis,unilateralis,,
poa,wheeleri,,,
podistera,nevadensis,,,
pogogyne,abramsii,,,
pogogyne,clareana,,,
pogogyne,douglasii,,,
pogogyne,douglasii,parviflora,,
pogogyne,floribunda,,,
pogogyne,nudiuscula,,,
pogogyne,serpylloides,,,
pogogyne,zizyphoroides,,,
polanisia,dodecandra,,,
polanisia,dodecandra,trachysperma,,
polemonium,californicum,,,
polemonium,carneum,,,
polemonium,chartaceum,,,
polemonium,eddyense,,,
polemonium,eximium,,,
polemonium,micranthum,,,
polemonium,occidentale,,,
polemonium,pulcherrimum,,,
polemonium,pulcherrimum,,pulcherrimum,
polemonium,pulcherrimum,,shastense,
poliomintha,incana,,,
polycarpon,depressum,,,
polyctenium,fremontii,,,
polygala,acanthoclada,,,
polygala,californica,,,
polygala,cornuta,,,
polygala,cornuta,,cornuta,
polygala,cornuta,,fishiae,
polygala,heterorhyncha,,,
polygala,intermontana,,,
polygala,subspinosa,,,
polygonum,austiniae,,,
polygonum,bidwelliae,,,
polygonum,bolanderi,,,
polygonum,californicum,,,
polygonum,douglasii,,,
polygonum,hickmanii,,,
polygonum,majus,,,
polygonum,marinense,,,
polygonum,minimum,,,
polygonum,paronychia,,,
polygonum,parryi,,,
polygonum,polygaloides,,,
polygonum,polygaloides,confertiflorum,,
polygonum,polygaloides,esotericum,,
polygonum,polygaloides,kelloggii,,
polygonum,ramosissimum,,,
polygonum,ramosissimum,ramosissimum,,
polygonum,sawatchense,,,
polygonum,sawatchense,oblivium,,
polygonum,sawatchense,sawatchense,,
polygonum,shastense,,,
polygonum,spergulariiforme,,,
polypodium,californicum,,,
polypodium,californicum,,,Sarah Lyman
polypodium,calirhiza,,,
polypodium,glycyrrhiza,,,
polypodium,hesperium,,,
polypodium,scouleri,,,
polystichum,californicum,,,
polystichum,dudleyi,,,
polystichum,imbricans,,,
polystichum,imbricans,curtum,,
polystichum,imbricans,imbricans,,
polystichum,kruckebergii,,,
polystichum,lemmonii,,,
polystichum,lonchitis,,,
polystichum,munitum,,,
polystichum,scopulinum,,,
populus,angustifolia,,,
populus,fremontii,,,
populus,fremontii,,,Nimbus
populus,fremontii,fremontii,,
populus,tremuloides,,,
populus,trichocarpa,,,
porophyllum,gracile,,,
porterella,carnosula,,,
portulaca,halimoides,,,
potamogeton,alpinus,,,
potamogeton,amplifolius,,,
potamogeton,berchtoldii,,,
potamogeton,diversifolius,,,
potamogeton,epihydrus,,,
potamogeton,foliosus,,,
potamogeton,foliosus,fibrillosus,,
potamogeton,foliosus,foliosus,,
potamogeton,gramineus,,,
potamogeton,illinoensis,,,
potamogeton,natans,,,
potamogeton,nodosus,,,
potamogeton,praelongus,,,
potamogeton,pusillus,,,
potamogeton,richardsonii,,,
potamogeton,robbinsii,,,
potamogeton,zosteriformis,,,
potentilla,anserina,,,
potentilla,anserina,anserina,,
potentilla,anserina,pacifica,,
potentilla,basaltica,,,
potentilla,biennis,,,
potentilla,breweri,,,
potentilla,bruceae,,,
potentilla,concinna,,,
potentilla,concinna,,proxima,
potentilla,cristae,,,
potentilla,drummondii,,,
potentilla,flabellifolia,,,
potentilla,glaucophylla,,,
potentilla,glaucophylla,,glaucophylla,
potentilla,gracilis,,,
potentilla,gracilis,,elmeri,
potentilla,gracilis,,fastigiata,
potentilla,gracilis,,flabelliformis,
potentilla,gracilis,,gracilis,
potentilla,grayi,,,
potentilla,hickmanii,,,
potentilla,jepsonii,,,
potentilla,millefolia,,,
potentilla,morefieldii,,,
potentilla,multijuga,,,
potentilla,newberryi,,,
potentilla,pensylvanica,,,
potentilla,pseudosericea,,,
potentilla,pulcherrima,,,
potentilla,rimicola,,,
potentilla,rivalis,,,
potentilla,uliginosa,,,
potentilla,wheeleri,,,
poteridium,annuum,,,
prenanthella,exigua,,,
primula,clevelandii,,,
primula,clevelandii,,clevelandii,
primula,clevelandii,,gracilis,
primula,clevelandii,,insularis,
primula,clevelandii,,patula,
primula,conjugens,,,
primula,fragrans,,,
primula,hendersonii,,,
primula,jeffreyi,,,
primula,pauciflora,,,
primula,subalpina,,,
primula,suffrutescens,,,
primula,tetrandra,,,
proboscidea,althaeifolia,,,
proboscidea,parviflora,,,
prosartes,hookeri,,,
prosartes,parvifolia,,,
prosartes,smithii,,,
prosopis,glandulosa,,torreyana,
prosopis,pubescens,,,
prunella,vulgaris,,,
prunella,vulgaris,,lanceolata,
prunus,,,,Intermedia
prunus,andersonii,,,
prunus,emarginata,,,
prunus,eremophila,,,
prunus,fasciculata,,,
prunus,fasciculata,,fasciculata,
prunus,fasciculata,,punctata,
prunus,fremontii,,,
prunus,ilicifolia,,,
prunus,ilicifolia,ilicifolia,,
prunus,ilicifolia,lyonii,,
prunus,subcordata,,,
prunus,subcordata,,subcordata,
prunus,virginiana,,,
prunus,virginiana,,demissa,
psathyrotes,annua,,,
psathyrotes,ramosissima,,,
pseudobahia,bahiifolia,,,
pseudobahia,heermannii,,,
pseudobahia,peirsonii,,,
pseudognaphalium,beneolens,,,
pseudognaphalium,biolettii,,,
pseudognaphalium,californicum,,,
pseudognaphalium,canescens,,,
pseudognaphalium,leucocephalum,,,
pseudognaphalium,macounii,,,
pseudognaphalium,microcephalum,,,
pseudognaphalium,ramosissimum,,,
pseudognaphalium,roseum,,,
pseudognaphalium,stramineum,,,
pseudognaphalium,thermale,,,
pseudorontium,cyathiferum,,,
pseudostellaria,jamesiana,,,
pseudostellaria,sierrae,,,
pseudotrillium,rivale,,,
pseudotsuga,macrocarpa,,,
pseudotsuga,menziesii,,,
pseudotsuga,menziesii,,menziesii,
psilocarphus,brevissimus,,,
psilocarphus,brevissimus,,brevissimus,
psilocarphus,brevissimus,,multiflorus,
psilocarphus,chilensis,,,
psilocarphus,elatior,,,
psilocarphus,oregonus,,,
psilocarphus,tenellus,,,
psilostrophe,cooperi,,,
psorothamnus,arborescens,,,
psorothamnus,arborescens,,arborescens,
psorothamnus,arborescens,,minutifolius,
psorothamnus,arborescens,,simplicifolius,
psorothamnus,emoryi,,,
psorothamnus,fremontii,,,
psorothamnus,fremontii,,attenuatus,
psorothamnus,fremontii,,fremontii,
psorothamnus,polydenius,,,
psorothamnus,schottii,,,
psorothamnus,spinosus,,,
ptelea,crenulata,,,
pteridium,aquilinum,,,
pteridium,aquilinum,,pubescens,
pterospora,andromedea,,,
pterostegia,drymarioides,,,
puccinellia,howellii,,,
puccinellia,lemmonii,,,
puccinellia,nutkaensis,,,
puccinellia,nuttalliana,,,
puccinellia,parishii,,,
puccinellia,pumila,,,
puccinellia,simplex,,,
purshia,mexicana,,,
purshia,stansburyana,,,
purshia,tridentata,,,
purshia,tridentata,,glandulosa,
purshia,tridentata,,tridentata,
pycnanthemum,californicum,,,
pyrola,aphylla,,,
pyrola,asarifolia,,,
pyrola,asarifolia,asarifolia,,
pyrola,asarifolia,bracteata,,
pyrola,chlorantha,,,
pyrola,crypta,,,
pyrola,dentata,,,
pyrola,minor,,,
pyrola,picta,,,
pyrrocoma,apargioides,,,
pyrrocoma,carthamoides,,,
pyrrocoma,carthamoides,,cusickii,
pyrrocoma,hirta,,,
pyrrocoma,hirta,,hirta,
pyrrocoma,hirta,,lanulosa,
pyrrocoma,lanceolata,,,
pyrrocoma,lanceolata,,lanceolata,
pyrrocoma,lanceolata,,subviscosa,
pyrrocoma,lucida,,,
pyrrocoma,racemosa,,,
pyrrocoma,racemosa,,congesta,
pyrrocoma,racemosa,,paniculata,
pyrrocoma,racemosa,,pinetorum,
pyrrocoma,racemosa,,racemosa,
pyrrocoma,racemosa,,sessiliflora,
pyrrocoma,uniflora,,,
pyrrocoma,uniflora,,gossypina,
pyrrocoma,uniflora,,uniflora,
quercus,acutidens,,,
quercus,agrifolia,,,
quercus,agrifolia,,agrifolia,
quercus,agrifolia,,oxyadenia,
quercus,alvordiana,,,
quercus,berberidifolia,,,
quercus,cedrosensis,,,
quercus,chrysolepis,,,
quercus,cornelius-mulleri,,,
quercus,douglasii,,,
quercus,dumosa,,,
quercus,durata,,,
quercus,durata,,durata,
quercus,durata,,gabrielensis,
quercus,engelmannii,,,
quercus,garryana,,,
quercus,garryana,,breweri,
quercus,garryana,,garryana,
quercus,garryana,,semota,
quercus,john-tuckeri,,,
quercus,kelloggii,,,
quercus,lobata,,,
quercus,macdonaldii,,,
quercus,pacifica,,,
quercus,palmeri,,,
quercus,parvula,,,
quercus,parvula,,parvula,
quercus,parvula,,shrevei,
quercus,parvula,,tamalpaisensis,
quercus,sadleriana,,,
quercus,tomentella,,,
quercus,turbinella,,,
quercus,vacciniifolia,,,
quercus,wislizeni,,,
quercus,wislizeni,,frutescens,
quercus,wislizeni,,wislizeni,
rafinesquia,californica,,,
rafinesquia,neomexicana,,,
raillardella,argentea,,,
raillardella,pringlei,,,
raillardella,scaposa,,,
ranunculus,alismifolius,,,
ranunculus,alismifolius,,alismellus,
ranunculus,alismifolius,,alismifolius,
ranunculus,alismifolius,,hartwegii,
ranunculus,alismifolius,,lemmonii,
ranunculus,andersonii,,,
ranunculus,aquatilis,,,
ranunculus,aquatilis,,aquatilis,
ranunculus,aquatilis,,diffusus,
ranunculus,bonariensis,,,
ranunculus,bonariensis,,trisepalus,
ranunculus,californicus,,,
ranunculus,californicus,,californicus,
ranunculus,californicus,,cuneatus,
ranunculus,canus,,,
ranunculus,canus,,canus,
ranunculus,canus,,ludovicianus,
ranunculus,cymbalaria,,,
ranunculus,eschscholtzii,,,
ranunculus,eschscholtzii,,eschscholtzii,
ranunculus,eschscholtzii,,oxynotus,
ranunculus,eschscholtzii,,suksdorfii,
ranunculus,flabellaris,,,
ranunculus,flammula,,,
ranunculus,flammula,,flammula,
ranunculus,flammula,,ovalis,
ranunculus,glaberrimus,,,
ranunculus,glaberrimus,,ellipticus,
ranunculus,glaberrimus,,glaberrimus,
ranunculus,gormanii,,,
ranunculus,hebecarpus,,,
ranunculus,hydrocharoides,,,
ranunculus,hystriculus,,,
ranunculus,lobbii,,,
ranunculus,macounii,,,
ranunculus,occidentalis,,,
ranunculus,occidentalis,,dissectus,
ranunculus,occidentalis,,howellii,
ranunculus,occidentalis,,occidentalis,
ranunculus,occidentalis,,ultramontanus,
ranunculus,orthorhynchus,,,
ranunculus,orthorhynchus,,bloomeri,
ranunculus,orthorhynchus,,orthorhynchus,
ranunculus,orthorhynchus,,platyphyllus,
ranunculus,populago,,,
ranunculus,pusillus,,,
ranunculus,sceleratus,,,
ranunculus,sceleratus,,multifidus,
ranunculus,uncinatus,,,
rhamnus,alnifolia,,,
rhamnus,californica,,,Little Sur
rhamnus,crocea,,,
rhamnus,ilicifolia,,,
rhamnus,pilosa,,,
rhamnus,pirifolia,,,
rhodiola,integrifolia,,,
rhodiola,integrifolia,integrifolia,,
rhododendron,columbianum,,,
rhododendron,macrophyllum,,,
rhododendron,neoglandulosum,,,
rhododendron,occidentale,,,
rhododendron,occidentale,,,Pink
rhododendron,occidentale,,paludosum,
rhododendron,occidentale,,sonomense,
rhus,aromatica,,,
rhus,aromatica,,trilobata,
rhus,integrifolia,,,
rhus,ovata,,,
rhynchospora,alba,,,
rhynchospora,californica,,,
rhynchospora,capitellata,,,
rhynchospora,globularis,,,
ribes,amarum,,,
ribes,aureum,,,
ribes,aureum,,aureum,
ribes,aureum,,gracillimum,
ribes,binominatum,,,
ribes,bracteosum,,,
ribes,californicum,,,
ribes,californicum,,californicum,
ribes,californicum,,hesperium,
ribes,canthariforme,,,
ribes,cereum,,,
ribes,cereum,,cereum,
ribes,cereum,,inebrians,
ribes,divaricatum,,,
ribes,divaricatum,,parishii,
ribes,divaricatum,,pubiflorum,
ribes,hudsonianum,,,
ribes,hudsonianum,,petiolare,
ribes,indecorum,,,
ribes,inerme,,,
ribes,inerme,,inerme,
ribes,inerme,,klamathense,
ribes,lacustre,,,
ribes,lasianthum,,,
ribes,laxiflorum,,,
ribes,lobbii,,,
ribes,malvaceum,,,
ribes,malvaceum,,,Christy Ridge
ribes,malvaceum,,,Dancing Tassels
ribes,malvaceum,,,Rinconada Rose
ribes,malvaceum,,malvaceum,
ribes,malvaceum,,viridifolium,
ribes,malvaceum,,viridifolium,Ortega Beauty
ribes,marshallii,,,
ribes,menziesii,,,
ribes,menziesii,,ixoderme,
ribes,menziesii,,menziesii,
ribes,montigenum,,,
ribes,nevadense,,,
ribes,quercetorum,,,
ribes,roezlii,,,
ribes,roezlii,,amictum,
ribes,roezlii,,cruentum,
ribes,roezlii,,cruentum,Dixie Glade
ribes,roezlii,,roezlii,
ribes,sanguineum,,,
ribes,sanguineum,,,Barrie Coate
ribes,sanguineum,,,Brocklebankii
ribes,sanguineum,,,Elk River Red
ribes,sanguineum,,,King Edward VII
ribes,sanguineum,,,White Icicle
ribes,sanguineum,,glutinosum,
ribes,sanguineum,,glutinosum,Claremont
ribes,sanguineum,,glutinosum,Inverness White
ribes,sanguineum,,glutinosum,Mesa Rose
ribes,sanguineum,,glutinosum,Spring Showers
ribes,sanguineum,,glutinosum,Tranquillon Ridge
ribes,sanguineum,,sanguineum,
ribes,sericeum,,,
ribes,speciosum,,,
ribes,speciosum,,,Pincushion
ribes,speciosum,,,Rana Creek
ribes,thacherianum,,,
ribes,tularense,,,
ribes,velutinum,,,
ribes,viburnifolium,,,
ribes,viburnifolium,,,Spooner's Mesa
ribes,victoris,,,
ribes,viscosissimum,,,
rigiopappus,leptocladus,,,
robinia,neomexicana,,,
romanzoffia,californica,,,
romanzoffia,sitchensis,,,
romanzoffia,tracyi,,,
romneya,coulteri,,,
romneya,coulteri,,,White Cloud
romneya,trichocalyx,,,
rorippa,columbiae,,,
rorippa,curvipes,,,
rorippa,curvisiliqua,,,
rorippa,palustris,,,
rorippa,palustris,hispida,,
rorippa,palustris,palustris,,
rorippa,sinuata,,,
rorippa,sphaerocarpa,,,
rorippa,subumbellata,,,
rorippa,tenerrima,,,
rosa,bridgesii,,,
rosa,californica,,,
rosa,californica,,,First Dawn
rosa,gymnocarpa,,,
rosa,gymnocarpa,,gymnocarpa,
rosa,gymnocarpa,,serpentina,
rosa,minutifolia,,,
rosa,nutkana,,,
rosa,nutkana,macdougalii,,
rosa,nutkana,nutkana,,
rosa,pinetorum,,,
rosa,pisocarpa,,,
rosa,pisocarpa,ahartii,,
rosa,pisocarpa,pisocarpa,,
rosa,spithamea,,,
rosa,woodsii,,,
rosa,woodsii,ultramontana,,
rosa,woodsii,,glabrata,
rosa,woodsii,,gratissima,
rotala,ramosior,,,
rubus,glaucifolius,,,
rubus,idaeus,,,
rubus,lasiococcus,,,
rubus,leucodermis,,,
rubus,nivalis,,,
rubus,parviflorus,,,
rubus,spectabilis,,,
rubus,ursinus,,,
rudbeckia,californica,,,
rudbeckia,glaucescens,,,
rudbeckia,klamathensis,,,
rudbeckia,occidentalis,,,
rumex,britannica,,,
rumex,californicus,,,
rumex,crassus,,,
rumex,fueginus,,,
rumex,hymenosepalus,,,
rumex,lacustris,,,
rumex,occidentalis,,,
rumex,paucifolius,,,
rumex,persicarioides,,,
rumex,salicifolius,,,
rumex,transitorius,,,
rumex,triangulivalvis,,,
rumex,utahensis,,,
rumex,venosus,,,
rumex,violascens,,,
rupertia,hallii,,,
rupertia,physodes,,,
rupertia,rigida,,,
ruppia,cirrhosa,,,
ruppia,maritima,,,
sagina,decumbens,,,
sagina,decumbens,occidentalis,,
sagina,maxima,,,
sagina,maxima,crassicaulis,,
sagina,saginoides,,,
sagittaria,cuneata,,,
sagittaria,latifolia,,,
sagittaria,longiloba,,,
sagittaria,montevidensis,,,
sagittaria,montevidensis,calycina,,
sagittaria,sanfordii,,,
salicornia,bigelovii,,,
salicornia,depressa,,,
salicornia,pacifica,,,
salicornia,perennis,,,
salicornia,rubra,,,
salix,bebbiana,,,
salix,boothii,,,
salix,brachycarpa,,,
salix,brachycarpa,,brachycarpa,
salix,breweri,,,
salix,delnortensis,,,
salix,drummondiana,,,
salix,eastwoodiae,,,
salix,exigua,,,
salix,exigua,,exigua,
salix,exigua,,hindsiana,
salix,geyeriana,,,
salix,gooddingii,,,
salix,hookeriana,,,
salix,jepsonii,,,
salix,laevigata,,,
salix,lasiandra,,,
salix,lasiandra,,caudata,
salix,lasiandra,,lasiandra,
salix,lasiolepis,,,
salix,lemmonii,,,
salix,ligulifolia,,,
salix,lutea,,,
salix,melanopsis,,,
salix,nivalis,,,
salix,orestera,,,
salix,petrophila,,,
salix,planifolia,,,
salix,prolixa,,,
salix,scouleriana,,,
salix,sitchensis,,,
salix,tracyi,,,
saltugilia,australis,,,
saltugilia,caruifolia,,,
saltugilia,latimeri,,,
saltugilia,splendens,,,
saltugilia,splendens,grantii,,
saltugilia,splendens,splendens,,
salvia,,,,Allen Chickering
salvia,,,,Allison's Blossom
salvia,,,,Aromas
salvia,,,,Bee's Bliss
salvia,,,,Blue And White
salvia,,,,Bon Bon
salvia,,,,Calamity Jane
salvia,,,,Carl Nielson
salvia,,,,Celestial Blue
salvia,,,,Dara's Choice
salvia,,,,Desperado
salvia,,,,Frankie Lee
salvia,,,,Gayle Nielson
salvia,,,,Gracias
salvia,,,,Green Carpet
salvia,,,,Love Child
salvia,,,,Pozo Blue
salvia,,,,Rubin's Choice
salvia,,,,Shirley's Creeper
salvia,,,,Skylark
salvia,,,,Starlight
salvia,,,,Thor
salvia,,,,Tpf Blue
salvia,,,,Triple Play
salvia,apiana,,,
salvia,apiana,,,Compacta
salvia,apiana,,,Vicki Romo
salvia,apiana,,compacta,
salvia,brandegeei,,,
salvia,brandegeei,,,Pacific Blue
salvia,carduacea,,,
salvia,cedrosensis,,,Baja Blanca
salvia,clevelandii,,,
salvia,clevelandii,,,Alpine
salvia,clevelandii,,,Aromas
salvia,clevelandii,,,Arroyo Azul
salvia,clevelandii,,,Betsy Clebsch
salvia,clevelandii,,,Compacta
salvia,clevelandii,,,Deer Spring Silver
salvia,clevelandii,,,Japatul
salvia,clevelandii,,,Whirly Blue
salvia,clevelandii,,,Winnifred Gilman
salvia,columbariae,,,
salvia,dorrii,,,
salvia,dorrii,,,Hybrid
salvia,dorrii,,dorrii,
salvia,dorrii,,incana,
salvia,dorrii,,pilosa,
salvia,eremostachya,,,
salvia,funerea,,,
salvia,greatae,,,
salvia,leucophylla,,,
salvia,leucophylla,,,Amethyst Bluff
salvia,leucophylla,,,Figueroa
salvia,leucophylla,,,Pinkie
salvia,leucophylla,,,Point Sal
salvia,leucophylla,,,Pt Sal Spreader
salvia,leucophylla,,,Tilden Prostrate
salvia,mellifera,,,
salvia,mellifera,,,Jade Carpet
salvia,mellifera,,,Little Sur
salvia,mellifera,,,Point Mugu
salvia,mellifera,,,Repens
salvia,mellifera,,,Terra Seca
salvia,mohavensis,,,
salvia,mohavensis,,,Hybrid
salvia,munzii,,,
salvia,munzii,,,Baja Blue
salvia,munzii,,,Emerald Cascade
salvia,pachyphylla,,,
salvia,sonomensis,,,
salvia,sonomensis,,,Farmar Bower
salvia,sonomensis,,,Fremont's Carpet
salvia,sonomensis,,,Gordo
salvia,sonomensis,,,Hobbit Toes
salvia,sonomensis,,,Mrs. Beard
salvia,spathacea,,,
salvia,spathacea,,,Avis Keedy
salvia,spathacea,,,Cerro Alto
salvia,spathacea,,,Confetti
salvia,spathacea,,,Kawatre
salvia,spathacea,,,King Crimson
salvia,spathacea,,,Las Pilitas
salvia,spathacea,,,Powerline Pink
salvia,spathacea,,,Sunrise
salvia,spathacea,,,Topanga
salvia,vaseyi,,,
sambucus,mexicana,,,
sambucus,nigra,,,
sambucus,racemosa,,,
sambucus,racemosa,,melanocarpa,
sambucus,racemosa,,racemosa,
samolus,parviflorus,,,
sanguisorba,officinalis,,,
sanguisorba,officinalis,microcephala,,
sanicula,arctopoides,,,
sanicula,arguta,,,
sanicula,bipinnata,,,
sanicula,bipinnatifida,,,
sanicula,crassicaulis,,,
sanicula,graveolens,,,
sanicula,hoffmannii,,,
sanicula,laciniata,,,
sanicula,maritima,,,
sanicula,peckiana,,,
sanicula,saxatilis,,,
sanicula,tracyi,,,
sanicula,tuberosa,,,
sanvitalia,abertii,,,
sarcobatus,baileyi,,,
sarcobatus,vermiculatus,,,
sarcodes,sanguinea,,,
saussurea,americana,,,
saxifraga,cespitosa,,,
saxifraga,fallax,,,
saxifraga,hyperborea,,,
saxifraga,mertensiana,,,
saxifragopsis,fragarioides,,,
sceptridium,multifidum,,,
scheuchzeria,palustris,,,
schoenoplectus,acutus,,,
schoenoplectus,acutus,,occidentalis,
schoenoplectus,americanus,,,
schoenoplectus,californicus,,,
schoenoplectus,heterochaetus,,,
schoenoplectus,pungens,,,
schoenoplectus,pungens,,longispicatus,
schoenoplectus,saximontanus,,,
schoenoplectus,subterminalis,,,
schoenoplectus,tabernaemontani,,,
schoenus,nigricans,,,
scirpus,acutus,,acutus,
scirpus,congdonii,,,
scirpus,diffusus,,,
scirpus,microcarpus,,,
scirpus,pendulus,,,
sclerocactus,johnsonii,,,
